,flick_pitch,flick_time,iteration,jump1_pitch,jump1_time,jump2_pitch,jump2_time,lead_distance,maxSpeed_action,minSpeed_action,result,timestamp
87,-0.33333333333333337,0.35,87.0,1.0,0.25,-0.33333333333333337,0.02,400.0,1150.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout, FAIL: Timeout]",2020-12-19 06:44:15.530479
88,-0.33333333333333337,0.15,88.0,0.33333333333333326,0.15000000000000002,1.0,0.12000000000000001,1300.0,800.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:45:26.051425
89,-1.0,0.35,89.0,-0.33333333333333337,0.15000000000000002,-0.33333333333333337,0.12000000000000001,400.0,50.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Fast, PASS: Fast, FAIL: Timeout]",2020-12-19 06:46:22.466152
90,-0.33333333333333337,0.35,90.0,0.33333333333333326,0.25,1.0,0.22,700.0,750.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, PASS: Fast]",2020-12-19 06:47:25.926237
91,1.0,0.15,91.0,0.33333333333333326,0.15000000000000002,-1.0,0.22,1000.0,250.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Fast, PASS: Slow, FAIL: Timeout]",2020-12-19 06:48:28.349265
92,-1.0,0.15,92.0,0.33333333333333326,0.05,-0.33333333333333337,0.02,1300.0,750.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout, FAIL: Timeout]",2020-12-19 06:49:38.823290
93,0.33333333333333326,0.15,93.0,0.33333333333333326,0.05,0.33333333333333326,0.12000000000000001,700.0,400.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout, FAIL: Timeout, FAIL: NoTouch]",2020-12-19 06:50:49.340361
94,0.33333333333333326,0.35,94.0,-0.33333333333333337,0.25,-1.0,0.12000000000000001,700.0,50.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Fast, PASS: Fast, FAIL: Timeout]",2020-12-19 06:51:43.516463
95,-1.0,0.15,95.0,1.0,0.15000000000000002,0.33333333333333326,0.22,1000.0,600.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout, FAIL: Timeout, FAIL: NoTouch]",2020-12-19 06:52:54.056531
96,0.33333333333333326,0.15,96.0,-1.0,0.25,-0.33333333333333337,0.12000000000000001,400.0,50.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Fast, PASS: Fast, FAIL: Timeout]",2020-12-19 06:53:50.455354
97,0.33333333333333326,0.15,97.0,-0.33333333333333337,0.25,-1.0,0.22,1000.0,400.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Fast, PASS: Fast, FAIL: Timeout]",2020-12-19 06:54:46.402946
98,1.0,0.15,98.0,0.33333333333333326,0.05,-1.0,0.22,1000.0,450.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Fast, PASS: Fast, PASS: Medium]",2020-12-19 06:55:38.498340
99,0.33333333333333326,0.35,99.0,-1.0,0.05,1.0,0.12000000000000001,1300.0,1150.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:56:48.977844
100,1.0,0.15,100.0,-0.33333333333333337,0.05,1.0,0.12000000000000001,700.0,250.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout, PASS: Fast, PASS: Medium]",2020-12-19 06:57:47.512081
101,1.0,0.15,101.0,0.33333333333333326,0.25,1.0,0.02,1300.0,50.0,0.0,"[FAIL: Timeout, FAIL: Timeout, PASS: Fast, PASS: Slow, PASS: Fast]",2020-12-19 06:58:40.769268
102,-0.33333333333333337,0.55,102.0,0.33333333333333326,0.25,-0.33333333333333337,0.12000000000000001,1000.0,400.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Slow, PASS: Medium, PASS: Fast]",2020-12-19 06:59:38.421687
103,0.33333333333333326,0.15,103.0,1.0,0.05,0.33333333333333326,0.22,1000.0,950.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout, FAIL: Timeout, FAIL: NoTouch]",2020-12-19 07:00:48.979711
104,-1.0,0.35,104.0,0.33333333333333326,0.15000000000000002,0.33333333333333326,0.02,400.0,950.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout]",2020-12-19 07:01:59.487194
105,1.0,0.55,105.0,-0.33333333333333337,0.25,-0.33333333333333337,0.12000000000000001,700.0,450.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 07:03:10.036373
